Depression and anxiety,Life satisfaction,Self-esteem,Subjective happiness,Loneliness,Greenspace use (frequency),Greenspace use (duration),Nature view,Sex,Age,Income,Impact of COVID-19 on income,Number of working days,Number of children,Presence of a pet,Frequency of drinking alcohol,Frequency of smoking,Housing type
4,14,27,21,46,0,0,1,female,24,2,1,5,0,0,1,0,rented_flat
0,12,34,24,26,2,0.5,1,female,68,4,4,0,0,0,0,0,owned_house
2,11,24,16,49,0,0,0,female,50,1,4,5,0,0,0,0,owned_house
10,13,27,14,62,0,0,1,male,29,1,4,7,0,0,0,0,rented_flat
4,15,21,17,56,0,0,0,male,47,4,4,6,2,0,4,0,owned_house
1,13,36,28,26,5,0.5,1,female,30,4,3,5,0,0,2,0,rented_flat
1,15,24,16,53,25,7,1,female,61,2,4,3,0,1,0,7,other
2,12,24,15,48,0,0,1,female,48,1,4,5,0,0,0,0,rented_flat
11,7,22,12,60,0,0,1,male,39,1,4,7,0,0,1,0,rented_flat
0,12,26,16,50,7,5,1,male,73,2,2,5,0,0,0,0,rented_flat
6,12,24,18,48,0,0,0,female,46,4,6,0,2,0,0,0,rented_flat
6,10,25,16,50,0,0,1,male,65,1,4,0,0,0,6,0,owned_flat
8,0,26,14,50,1,0.5,0,male,29,1,4,2,1,0,0,0,rented_flat
9,15,17,14,48,0,0,1,male,28,1,2,0,0,0,2,7,owned_house
6,11,27,16,49,0,0,1,male,24,4,2,6,0,0,4,0,owned_flat
1,13,40,24,29,0,0,1,male,73,3,4,0,0,0,7,7,owned_flat
1,10,29,22,45,2,0.5,1,male,75,4,4,0,0,0,4,0,owned_house
6,11,27,17,50,1,0.5,1,female,30,5,4,5,0,0,2,0,owned_house
10,12,27,18,54,15,5,1,female,67,3,4,7,0,0,0,0,owned_house
12,15,24,17,60,4,1.5,0,male,37,2,4,5,1,0,4,0,rented_flat
11,10,25,16,56,1,0.5,1,male,52,4,4,5,1,0,7,7,owned_flat
9,10,24,13,61,0,0,1,female,53,1,4,0,0,0,0,0,rented_flat
2,12,27,18,57,0,0,0,male,47,1,5,5,0,0,4,0,owned_house
6,11,25,16,50,0,0,1,female,41,1,4,5,5,0,0,0,owned_house
1,11,25,18,37,20,7,1,male,63,1,4,5,0,0,6,0,owned_flat
6,13,15,18,63,0,0,1,female,38,1,3,5,0,0,2,0,rented_flat
3,14,28,20,48,5,0.5,1,female,70,3,4,0,0,0,7,0,rented_flat
2,18,40,28,48,20,7,1,male,70,2,4,0,0,0,0,0,owned_house
0,18,29,25,25,30,11,1,female,56,5,2,3,1,1,1,7,owned_house
4,12,21,15,50,2,7,0,female,63,1,4,0,0,0,3,0,owned_house
2,11,27,21,33,1,0.5,1,male,77,2,2,2,0,0,5,0,owned_flat
10,7,19,14,45,0,0,0,female,39,2,1,3,0,0,0,0,rented_flat
12,10,21,11,59,0,0,1,male,48,1,4,0,0,0,0,0,owned_flat
3,8,24,20,49,0,0,0,female,30,1,4,6,0,0,4,7,rented_flat
9,14,25,23,47,0,0,1,female,74,2,1,0,0,0,0,0,owned_house
0,14,30,20,43,1,1.5,1,male,57,4,4,5,0,0,0,0,owned_flat
1,14,31,24,27,5,0.5,1,female,71,2,4,0,1,0,0,0,owned_house
3,11,23,18,60,0,0,1,female,61,2,2,7,0,0,0,0,owned_flat
1,11,33,21,32,0,0,1,male,67,1,4,0,0,0,7,0,rented_flat
5,9,23,16,50,0,0,0,male,34,5,5,7,0,0,1,0,owned_flat
9,13,24,19,47,3,1.5,1,male,42,4,3,4,2,0,7,0,owned_house
5,12,26,18,32,0,0,1,female,25,2,3,4,0,0,3,0,rented_flat
8,8,22,26,41,0,0,0,female,56,1,3,7,0,0,0,0,owned_flat
9,7,17,9,73,0,0,1,female,23,1,5,7,0,0,1,0,rented_flat
4,14,28,22,54,0,0,1,female,41,3,4,5,0,1,2,0,rented_flat
0,12,33,22,43,0,0,1,male,74,3,4,0,1,0,2,0,owned_flat
4,15,22,17,51,1,0.5,1,female,28,1,2,0,0,0,5,0,rented_flat
3,12,36,19,44,10,7,1,male,27,4,4,6,1,0,5,7,rented_house
0,14,33,25,25,0,0,1,female,48,4,4,5,1,0,6,0,owned_house
4,15,28,17,40,2,1.5,1,male,49,5,3,5,2,0,5,6,rented_house
2,13,30,17,51,0,0,0,male,45,2,3,7,0,0,0,0,rented_flat
10,14,23,18,41,0,0,1,female,41,3,4,5,2,1,5,0,owned_house
12,6,21,16,55,0,0,1,male,63,1,1,0,0,0,6,0,owned_house
6,9,24,18,49,4,0.5,1,male,33,2,4,5,1,0,0,0,rented_flat
0,12,39,28,22,7,5,1,female,74,5,4,7,0,0,0,0,owned_flat
7,12,27,18,42,0,0,1,female,59,4,4,0,0,0,0,0,rented_flat
2,0,29,28,41,0,0,0,male,24,1,2,7,0,0,0,0,rented_flat
3,15,27,21,39,0,0,1,female,42,3,3,6,2,0,0,7,rented_flat
2,11,26,21,51,3,5,1,female,38,3,4,0,1,0,4,0,rented_flat
5,7,23,14,50,0,0,0,male,20,2,4,0,0,0,3,0,owned_flat
0,13,31,20,35,3,0.5,1,male,73,1,4,0,0,0,0,0,owned_house
11,11,18,11,57,2,0.5,1,female,26,2,4,5,0,0,2,0,rented_flat
7,15,28,22,38,0,0,1,female,60,1,3,0,0,0,3,0,owned_flat
5,13,25,21,39,0,0,1,male,47,5,3,5,1,1,5,0,owned_flat
5,18,23,15,47,0,0,0,female,37,2,4,5,0,0,6,7,rented_flat
8,4,26,16,59,0,0,1,male,74,2,4,0,0,0,0,0,owned_flat
3,11,19,21,47,0,0,1,female,49,3,4,4,0,0,5,0,owned_house
0,16,29,21,39,3,3,1,male,65,1,2,0,0,0,6,0,owned_house
3,11,28,22,42,0,0,1,female,63,2,3,7,0,0,3,0,owned_flat
4,12,30,23,33,0,0,1,female,77,1,4,0,0,0,0,0,rented_flat
1,16,31,25,41,1,0.5,1,female,63,3,4,4,0,0,0,0,owned_flat
1,12,24,16,41,2,0.5,1,female,40,2,2,7,0,0,5,7,rented_flat
0,16,35,25,38,0,0,1,female,64,6,4,5,2,1,0,0,owned_flat
9,12,27,20,47,2,3,1,female,68,1,4,0,0,0,0,0,owned_house
2,2,24,16,49,10,0.5,1,female,29,1,3,7,0,0,0,0,rented_flat
1,13,33,25,56,0,0,0,female,49,3,4,0,2,0,0,0,owned_flat
4,14,33,24,36,0,0,1,male,46,3,4,5,0,0,0,0,rented_flat
9,0,24,15,49,1,7,0,male,55,3,4,6,3,0,7,7,owned_house
2,22,25,14,47,5,7,1,male,38,2,2,7,0,0,5,7,rented_flat
4,12,35,24,27,25,5,1,male,62,5,4,5,0,0,7,0,owned_flat
0,12,33,16,54,0,0,1,male,47,5,4,5,1,1,7,7,owned_house
7,12,25,16,61,0,0,1,male,54,4,3,5,2,1,7,0,owned_flat
8,16,17,17,42,1,0.5,0,male,25,2,4,5,3,0,3,7,owned_house
2,12,30,25,28,0,0,0,female,39,2,4,0,1,1,5,0,owned_flat
3,15,26,20,54,4,0.5,1,female,27,1,3,5,2,1,2,0,rented_flat
10,8,23,16,43,0,0,1,female,70,3,3,7,0,0,0,7,owned_flat
10,10,27,19,58,5,0.5,1,female,63,5,4,0,2,0,0,0,owned_flat
5,12,30,20,43,20,7,1,male,77,1,4,0,0,0,2,0,owned_house
3,13,35,22,31,15,9,1,male,60,5,3,5,0,0,4,0,owned_house
5,15,36,28,32,2,0.5,0,female,60,1,4,0,0,0,1,0,owned_flat
6,14,27,22,41,0,0,1,female,69,2,4,0,0,0,3,0,owned_house
12,12,23,18,47,1,0.5,1,male,43,5,4,5,2,1,3,0,owned_house
8,14,29,23,35,5,1.5,1,male,55,3,4,5,0,0,5,0,rented_house
6,14,25,28,27,5,0.5,0,female,74,3,1,2,0,0,0,0,owned_house
7,8,23,12,47,1,1.5,1,male,29,5,3,5,0,0,4,0,rented_flat
8,14,22,16,47,5,0.5,1,male,39,5,3,5,2,0,5,0,owned_house
2,14,28,22,42,5,1.5,1,male,35,5,3,5,0,0,4,4,rented_flat
7,13,22,16,50,0,0,1,male,59,4,3,7,1,0,0,0,other
8,13,23,17,45,0,0,1,female,56,2,4,0,1,0,1,0,owned_house
3,7,34,22,31,4,3,1,female,74,2,3,0,0,1,0,0,owned_house
6,7,25,15,52,2,3,1,male,24,2,3,7,0,0,3,0,rented_flat
0,12,31,24,28,0,0,1,male,58,3,2,3,2,0,3,0,owned_house
7,12,25,19,54,2,3,1,male,51,2,3,5,0,0,5,7,owned_flat
6,0,25,16,50,0,0,1,male,52,5,4,5,0,0,5,4,owned_flat
1,8,14,9,58,0,0,1,female,43,1,4,0,0,1,5,0,rented_flat
0,12,27,19,59,0,0,1,female,56,1,4,7,0,0,4,0,rented_flat
5,3,24,17,53,0,0,0,male,24,2,4,5,0,0,3,0,rented_flat
0,14,40,26,20,0,0,1,male,33,4,5,5,2,0,0,0,rented_flat
2,11,26,21,44,1,0.5,1,male,38,6,4,5,1,0,0,0,rented_flat
9,11,21,16,55,2,3,1,female,35,4,4,5,2,0,0,0,rented_flat
12,0,21,15,56,0,0,1,male,25,2,3,5,0,0,1,0,rented_flat
9,15,22,20,42,1,0.5,1,female,29,5,4,5,0,0,4,0,rented_flat
2,5,27,15,51,1,1.5,1,male,60,2,4,6,0,0,0,0,rented_flat
0,16,20,19,54,3,1.5,1,female,37,5,4,0,1,0,0,0,rented_flat
5,11,27,20,46,0,0,1,male,76,3,4,3,0,0,7,0,owned_house
4,5,40,20,32,0,0,1,female,21,3,4,0,0,0,1,0,owned_house
8,13,18,14,54,0,0,0,male,24,1,4,6,0,0,0,0,rented_flat
3,9,28,19,42,0,0,1,female,69,2,4,0,0,0,7,0,owned_house
2,14,31,22,43,10,12,1,male,73,3,4,0,0,0,6,0,owned_flat
10,10,21,10,58,0,0,1,female,57,2,4,7,0,1,7,0,owned_house
2,12,29,17,46,0,0,1,male,49,2,4,6,1,0,2,0,owned_house
1,12,28,20,58,0,0,1,male,72,2,4,0,0,0,0,0,rented_flat
6,11,26,18,53,0,0,1,female,64,3,2,7,0,0,7,0,owned_flat
0,2,25,18,51,1,1.5,1,male,59,4,3,5,0,1,7,7,owned_house
2,11,28,16,51,0,0,1,female,48,1,1,6,0,0,0,0,rented_flat
0,12,35,26,25,0,0,1,female,66,5,4,4,0,0,5,0,owned_house
0,12,29,23,53,20,7,1,male,43,2,2,7,1,1,0,0,rented_flat
0,15,34,24,32,0,0,1,male,69,3,4,0,1,0,4,0,rented_flat
8,11,25,15,48,0,0,1,male,67,1,2,3,0,0,5,0,rented_flat
5,12,28,18,64,1,0.5,1,male,28,3,4,5,0,0,0,0,other
6,1,25,16,49,1,0.5,1,male,49,3,6,7,3,1,0,0,owned_house
2,11,25,17,51,3,1.5,1,female,38,4,3,3,0,0,7,0,owned_house
8,13,11,19,53,0,0,0,female,23,2,4,0,3,0,0,0,rented_flat
10,11,21,14,57,1,1.5,1,female,31,3,4,5,0,1,0,0,owned_house
5,15,24,18,51,2,0.5,1,female,62,6,2,3,0,0,6,0,owned_flat
5,13,25,18,50,4,0.5,1,male,32,4,2,5,0,0,2,7,rented_flat
10,0,25,16,53,0,0,0,male,45,3,4,5,0,0,0,7,rented_flat
10,10,19,14,60,15,1.5,1,female,70,1,4,0,0,1,0,0,owned_flat
3,12,26,15,50,0,0,1,male,52,1,5,5,0,0,0,0,owned_flat
8,7,24,16,49,0,0,0,female,39,1,3,7,0,0,7,0,rented_flat
12,12,21,8,61,0,0,1,male,49,2,2,5,0,0,6,0,rented_flat
5,10,28,17,41,8,1.5,0,male,26,1,5,0,5,1,7,0,other
8,10,27,16,56,0,0,1,male,40,2,3,5,0,0,7,7,rented_flat
3,15,29,19,51,0,0,1,female,70,1,4,0,0,0,0,0,rented_flat
0,15,28,20,49,2,0.5,1,female,44,3,5,5,3,1,0,0,owned_flat
1,13,33,25,34,1,1.5,1,female,79,4,4,0,0,0,4,0,owned_house
9,12,19,9,59,1,0.5,1,male,27,3,4,5,0,0,4,0,rented_flat
0,10,32,23,39,3,1.5,1,female,72,4,1,1,0,1,4,0,owned_flat
4,14,26,20,70,0,0,1,male,68,2,3,0,0,0,5,0,owned_house
7,10,23,18,45,0,0,1,female,40,4,4,6,2,0,0,0,rented_flat
6,19,25,20,57,0,0,1,female,37,1,4,0,2,0,0,0,owned_house
4,14,28,20,50,1,3,0,male,45,4,4,5,0,0,1,0,rented_flat
2,14,26,20,44,0,0,0,female,49,3,4,5,2,1,6,0,other
3,17,23,16,49,0,0,1,male,46,5,4,5,3,0,3,3,rented_flat
1,11,23,18,39,0,0,1,male,47,3,2,3,0,0,7,0,owned_house
9,15,18,14,57,3,0.5,1,male,25,1,3,5,0,0,0,0,rented_flat
11,10,27,24,41,0,0,1,male,52,1,2,7,0,0,7,7,rented_house
6,12,24,13,52,6,1.5,1,male,23,4,4,5,3,0,3,0,owned_house
6,11,25,16,47,0,0,0,male,31,1,4,0,0,0,0,0,rented_flat
7,18,24,19,48,3,1.5,1,female,37,5,1,5,0,0,2,7,owned_flat
2,14,27,21,31,0,0,1,female,59,3,2,4,0,0,0,0,rented_flat
0,12,32,21,39,3,1.5,1,male,71,4,4,3,0,0,5,0,owned_house
6,14,28,25,28,4,1.5,1,female,35,4,3,5,1,1,5,0,owned_house
12,12,11,8,71,0,0,1,female,49,4,2,5,1,1,7,7,owned_house
5,12,19,13,50,0,0,1,female,35,2,2,7,0,1,5,0,rented_flat
3,9,21,22,41,3,0.5,1,female,24,1,4,5,0,0,0,0,rented_flat
11,12,23,16,46,5,0.5,0,female,27,3,3,4,0,0,3,0,rented_flat
1,14,37,28,49,1,0.5,1,male,65,1,4,6,0,0,0,0,rented_flat
0,10,34,24,47,5,3,1,male,61,1,4,0,0,0,7,6,owned_house
7,11,28,20,30,0,0,1,male,48,3,2,5,1,0,2,7,owned_house
10,22,25,4,47,0,0,0,female,57,3,4,0,0,0,0,0,owned_house
0,13,30,20,54,3,0.5,1,male,41,1,4,5,0,0,7,1,owned_house
6,0,25,20,52,1,0.5,0,female,31,2,4,5,1,0,0,0,owned_house
2,14,34,21,48,7,3,1,male,37,2,1,5,0,0,0,0,rented_flat
3,14,33,23,70,0,0,0,male,37,6,1,7,0,0,0,0,owned_flat
7,10,25,10,53,0,0,1,female,32,2,3,5,0,0,0,0,rented_flat
8,8,23,13,47,0,0,1,female,29,2,3,6,0,0,3,3,rented_flat
6,15,21,17,62,30,5,0,female,50,1,4,0,0,1,4,0,owned_flat
0,9,35,17,51,0,0,1,male,31,3,4,5,0,0,4,0,rented_flat
3,13,35,20,34,0,0,1,female,62,2,4,0,0,1,7,0,owned_house
3,15,25,19,35,0,0,1,female,24,1,3,7,4,0,2,0,rented_flat
4,13,27,24,44,1,0.5,1,female,52,3,4,0,1,0,7,7,rented_flat
8,7,19,14,60,0,0,1,male,46,5,4,7,1,0,1,0,rented_flat
2,13,28,21,36,2,1.5,1,female,25,2,4,7,0,0,2,0,owned_flat
6,13,23,16,52,1,0.5,1,male,38,5,4,5,3,0,0,0,rented_flat
1,15,37,19,40,4,0.5,1,female,53,4,3,4,0,1,5,0,owned_house
1,15,22,24,56,1,0.5,0,female,28,2,3,6,0,0,4,0,rented_flat
0,16,37,28,21,1,3,1,female,59,2,4,5,0,0,6,0,rented_flat
9,13,16,15,55,0,0,1,female,58,1,1,0,0,0,0,0,owned_house
7,7,29,16,45,0,0,1,male,51,4,3,5,1,0,0,7,rented_flat
2,8,29,16,49,1,0.5,1,male,54,2,4,7,0,0,1,7,rented_flat
0,7,29,19,38,0,0,1,female,65,1,3,0,2,1,0,7,owned_house
8,11,23,15,53,5,0.5,1,female,33,2,4,5,0,0,7,0,other
2,13,27,19,51,0,0,1,female,35,2,3,5,1,0,0,7,rented_flat
11,7,14,7,73,0,0,1,female,24,2,3,5,0,0,0,0,rented_flat
4,11,37,20,48,0,0,1,female,50,4,3,3,0,0,4,4,rented_house
2,12,32,21,40,3,0.5,1,male,57,4,4,5,0,0,0,7,owned_house
5,11,20,17,53,0,0,1,female,69,3,4,0,1,0,0,0,owned_flat
12,11,20,13,47,0,0,0,female,55,3,2,2,2,0,4,0,owned_flat
1,13,29,18,51,2,1.5,1,female,20,4,6,0,0,1,0,0,owned_house
5,8,29,21,40,10,1.5,1,male,72,2,3,7,0,0,5,7,rented_flat
7,4,23,22,48,2,7,0,male,46,4,4,5,0,0,0,7,owned_flat
7,13,22,12,55,0,0,0,female,50,2,3,7,0,0,7,0,owned_house
5,14,29,22,46,7,0.5,1,male,21,5,4,0,2,1,1,0,owned_house
11,17,25,18,49,3,3,1,male,62,5,5,5,0,0,6,0,owned_house
12,11,25,14,50,0,0,1,male,26,5,5,5,0,1,0,0,owned_house
9,10,26,12,48,5,7,1,male,28,4,3,5,1,1,4,5,rented_flat
11,9,19,17,53,0,0,1,male,57,3,4,5,3,0,4,0,owned_house
12,8,14,12,67,0,0,1,male,40,4,4,7,0,0,6,6,rented_flat
11,12,25,15,40,1,0.5,1,female,23,5,4,5,0,0,0,0,owned_flat
0,14,34,21,45,0,0,1,female,27,3,3,5,0,0,3,0,rented_flat
4,0,22,16,49,0,0,1,male,77,2,1,0,2,0,0,0,rented_flat
6,10,23,8,54,0,0,1,female,26,6,4,7,2,0,4,4,owned_house
7,10,16,8,56,7,1.5,1,female,55,3,1,0,0,1,7,0,owned_house
4,14,31,20,50,0,0,1,male,40,6,4,5,1,1,2,6,owned_house
10,13,27,15,41,10,11,1,male,43,3,4,5,2,1,7,7,rented_flat
7,12,21,20,48,2,0.5,1,female,37,5,4,5,0,0,6,7,owned_house
2,14,32,25,40,0,0,1,male,35,4,4,5,1,0,4,0,rented_flat
1,14,30,21,40,15,9,1,male,34,5,2,5,3,0,1,0,rented_flat
2,15,28,20,41,25,5,1,male,33,3,4,5,1,0,0,0,rented_flat
2,14,23,23,32,4,1.5,1,male,32,5,4,7,2,0,0,0,owned_flat
8,16,25,19,45,7,3,1,female,32,4,3,0,1,0,0,0,rented_flat
2,14,29,21,34,20,0.5,1,male,32,4,4,4,1,0,0,0,owned_flat
5,12,31,23,37,2,1.5,1,female,52,5,3,6,0,0,0,0,rented_flat
12,11,15,9,68,0,0,1,female,40,1,2,7,1,0,0,0,rented_flat
10,10,22,11,64,2,1.5,1,male,41,2,4,5,0,0,7,7,rented_flat
2,9,29,15,54,0,0,0,female,29,2,4,5,0,0,2,0,rented_flat
6,11,27,18,42,10,1.5,1,male,37,5,3,5,2,0,7,7,owned_flat
2,0,25,16,51,0,0,0,male,32,2,4,5,0,0,1,0,rented_flat
1,16,34,18,41,0,0,1,male,37,5,4,3,2,1,7,7,owned_flat
6,11,25,18,48,0,0,0,male,21,1,5,0,0,0,0,0,owned_house
0,11,38,26,28,0,0,1,male,46,4,1,0,0,0,6,6,rented_flat
6,9,26,18,50,0,0,0,female,24,2,4,5,0,0,1,0,rented_flat
3,14,30,17,35,7,0.5,1,female,61,5,4,5,0,0,3,0,other
7,10,23,15,75,0,0,1,female,27,2,4,6,0,0,0,0,owned_house
7,10,19,15,49,2,3,1,male,29,3,3,5,1,0,3,3,owned_flat
9,14,17,15,54,2,1.5,0,female,29,3,4,5,0,0,6,0,rented_flat
2,11,26,16,41,0,0,1,male,38,5,4,5,4,0,4,6,owned_house
6,11,25,19,46,0,0,1,female,25,2,2,5,0,0,4,0,rented_flat
4,9,23,16,49,0,0,1,female,65,2,4,0,0,0,2,0,owned_flat
9,10,20,13,56,0,0,0,male,38,1,3,6,0,0,0,0,owned_house
0,14,30,20,47,0,0,1,male,49,3,2,4,0,0,2,0,rented_flat
7,13,22,19,42,0,0,1,female,54,3,4,4,0,0,5,0,owned_house
7,15,25,18,42,5,0.5,1,female,34,2,3,0,1,0,6,0,owned_house
8,10,24,13,52,3,5,1,male,28,3,5,7,0,0,5,5,rented_flat
7,12,24,19,46,0,0,1,female,27,5,4,5,0,0,4,0,rented_flat
7,12,29,18,50,6,0.5,1,male,34,3,4,5,0,0,5,4,rented_flat
4,10,28,15,51,0,0,0,male,31,4,2,7,1,0,4,4,rented_house
11,10,12,12,73,10,3,1,female,39,2,1,7,0,0,5,0,rented_flat
11,9,26,20,58,10,1.5,1,female,47,1,4,6,0,0,0,0,other
6,13,26,20,42,0,0,1,female,24,6,2,6,0,0,3,2,owned_house
11,8,20,12,61,5,0.5,1,female,47,2,4,5,2,0,3,0,owned_house
6,11,25,18,47,0,0,1,male,54,6,4,5,0,0,5,0,owned_flat
1,12,30,24,40,0,0,1,male,30,4,4,5,2,0,5,0,rented_flat
2,12,27,18,56,0,0,1,male,78,3,4,0,0,0,0,0,owned_house
9,13,24,18,53,0,0,0,female,21,4,4,0,0,0,3,0,owned_house
5,11,28,14,57,0,0,1,male,20,6,4,0,0,0,1,0,owned_house
7,13,21,14,57,0,0,0,female,37,1,4,7,0,0,0,0,rented_flat
12,10,13,10,54,0,0,1,female,28,2,4,5,0,0,3,0,rented_flat
1,13,32,21,65,0,0,1,male,22,5,2,5,0,0,0,0,owned_house
7,10,32,19,34,0,0,1,female,64,6,3,2,1,0,3,0,owned_house
6,14,31,23,41,4,1.5,1,female,52,6,5,7,1,0,0,0,rented_flat
2,11,26,16,41,0,0,1,male,20,3,3,0,0,0,0,0,owned_flat
9,14,30,18,38,0,0,1,male,37,5,3,4,1,0,0,0,owned_house
10,16,17,18,47,5,5,1,female,39,2,4,0,2,0,4,0,owned_house
0,13,29,23,41,4,1.5,1,female,60,1,4,0,0,0,5,0,owned_flat
12,10,12,4,77,0,0,1,male,39,3,5,5,0,0,0,0,rented_flat
8,12,22,14,51,0,0,1,female,45,1,3,7,1,0,0,0,owned_house
6,8,18,10,65,0,0,1,male,21,1,2,0,0,0,0,0,rented_flat
5,9,26,14,51,0,0,0,female,33,3,3,5,0,0,6,7,rented_flat
5,12,30,23,45,2,0.5,1,male,45,5,4,7,2,0,0,0,owned_house
12,10,13,5,61,5,1.5,1,male,48,1,4,7,0,0,0,7,rented_flat
8,8,28,16,52,0,0,1,male,25,2,4,0,0,0,0,0,other
10,11,26,16,62,0,0,1,male,39,3,4,5,2,0,7,0,owned_house
4,11,28,18,56,0,0,1,female,34,2,5,5,0,0,4,0,rented_flat
4,10,24,16,46,0,0,1,female,51,5,4,0,0,0,5,0,owned_flat
2,8,30,17,38,0,0,1,male,49,3,4,7,0,0,7,7,rented_flat
0,13,29,23,34,0,0,1,female,72,2,4,0,0,0,0,0,owned_flat
6,12,23,19,48,3,0.5,1,female,36,1,4,5,3,0,0,0,rented_flat
3,8,25,18,45,7,0.5,1,female,55,1,4,5,0,1,5,0,rented_flat
8,10,22,13,58,0,0,1,male,50,2,3,5,2,0,4,0,owned_house
4,18,30,24,48,1,0.5,1,female,28,3,4,5,0,0,2,0,rented_flat
10,9,10,8,80,0,0,0,female,26,2,6,0,0,1,0,0,owned_flat
8,11,27,18,42,0,0,1,male,34,5,4,5,0,0,5,7,owned_house
11,6,10,11,65,0,0,0,male,44,1,2,6,0,0,1,0,owned_house
9,10,13,14,50,0,0,0,male,30,2,4,5,0,0,0,0,rented_flat
5,10,19,15,55,20,1.5,1,female,24,1,3,3,0,0,0,0,rented_flat
4,18,29,20,47,15,5,1,male,69,2,4,0,0,0,1,0,owned_house
1,10,30,21,47,0,0,1,female,59,1,4,4,0,1,7,7,owned_house
0,11,29,24,40,3,0.5,1,male,72,2,4,0,0,0,7,0,owned_house
3,8,26,21,44,1,1.5,0,male,22,2,3,5,0,1,5,0,owned_house
6,11,24,17,51,1,0.5,1,male,47,4,4,5,1,0,4,7,owned_house
6,10,20,15,69,4,1.5,1,male,35,3,3,5,0,0,3,6,rented_flat
1,11,26,16,49,0,0,1,male,44,2,4,6,0,0,0,7,rented_flat
12,12,22,18,51,0,0,1,female,31,2,4,5,0,0,0,0,owned_house
9,14,21,16,56,10,0.5,0,female,35,2,4,5,0,0,2,7,rented_flat
9,6,24,16,48,1,0.5,1,male,24,2,3,5,2,0,7,7,rented_house
0,14,33,25,26,7,12,1,female,78,2,4,0,2,0,7,0,owned_flat
7,13,30,20,50,0,0,1,male,52,6,4,5,0,0,2,7,owned_flat
0,10,30,24,38,20,1.5,1,male,74,2,4,0,0,0,6,0,owned_house
9,15,25,21,33,0,0,1,male,28,4,4,5,3,0,3,6,owned_house
1,12,32,23,50,0,0,1,male,27,2,4,5,0,0,4,0,owned_flat
10,14,16,14,59,1,1.5,1,male,29,3,4,5,0,0,7,0,rented_flat
6,0,25,16,48,1,1.5,1,male,40,2,2,0,2,0,7,7,owned_house
5,10,31,20,36,0,0,1,male,63,1,4,0,0,0,2,7,owned_flat
3,8,30,21,40,1,0.5,1,male,53,5,3,7,1,0,4,2,rented_flat
7,14,24,14,43,0,0,1,female,21,2,4,0,0,0,4,0,owned_house
1,9,30,21,43,0,0,1,female,69,4,4,7,0,0,6,0,owned_flat
12,11,18,10,55,4,1.5,0,female,53,4,4,5,0,0,0,0,owned_flat
6,10,16,6,66,0,0,1,female,40,3,2,0,2,1,5,7,owned_house
1,16,29,22,41,10,1.5,1,female,34,3,3,5,1,0,3,0,rented_flat
1,16,27,21,43,8,5,1,male,70,2,1,7,0,0,4,7,owned_house
5,9,21,18,43,0,0,1,female,23,3,4,7,1,1,5,0,owned_house
7,13,22,18,49,0,0,0,female,23,3,3,5,0,1,0,0,owned_house
2,10,30,19,40,0,0,1,male,52,5,4,7,0,1,5,7,owned_house
10,10,16,12,45,0,0,1,female,37,2,1,7,0,0,0,0,rented_flat
5,14,26,21,52,0,0,1,female,27,1,4,7,0,0,4,0,rented_flat
9,12,33,23,46,0,0,1,female,22,1,4,0,0,0,4,0,rented_flat
10,8,16,10,79,0,0,1,female,27,2,1,7,0,0,4,7,rented_flat
1,14,24,20,45,0,0,1,female,55,5,4,5,0,0,5,0,owned_flat
3,4,25,14,48,0,0,0,male,45,3,4,5,2,0,7,0,owned_house
2,13,26,23,35,0,0,1,female,50,3,4,3,0,0,0,7,other
6,13,23,17,43,0,0,1,female,47,3,2,5,2,0,0,0,owned_house
1,14,23,16,52,1,0.5,0,male,53,6,3,5,1,0,6,0,owned_flat
9,0,25,16,51,2,1.5,0,female,61,2,3,7,4,0,1,0,owned_house
11,14,22,18,50,0,0,1,female,27,3,3,5,0,0,3,0,rented_flat
1,15,28,24,50,8,5,0,male,39,2,4,5,1,0,0,0,rented_flat
2,15,28,22,41,0,0,1,female,22,1,4,5,1,1,2,0,owned_house
3,18,28,18,48,0,0,1,female,29,2,4,6,0,0,6,0,owned_flat
2,11,25,16,49,0,0,0,male,34,4,4,5,0,0,5,0,rented_flat
1,14,30,23,32,0,0,1,female,67,3,4,0,0,0,0,0,owned_house
2,11,25,16,52,0,0,0,female,23,4,4,0,4,0,0,0,owned_house
5,16,28,20,58,0,0,1,female,26,2,3,5,0,0,0,0,rented_flat
2,12,28,19,43,0,0,1,male,28,4,3,5,0,0,0,0,owned_house
3,15,26,19,49,20,3,0,female,30,3,3,3,0,0,4,0,owned_flat
1,11,32,24,38,0,0,1,female,68,2,4,0,0,0,0,0,owned_flat
6,11,25,16,47,0,0,0,female,22,1,4,0,0,0,0,0,owned_house
7,14,23,19,54,0,0,1,female,40,1,3,0,1,0,5,0,owned_flat
8,12,22,16,50,0,0,1,female,49,1,4,5,0,1,0,7,rented_flat
1,12,30,22,29,0,0,1,female,30,2,2,0,1,0,0,0,owned_flat
2,9,27,25,32,0,0,1,female,62,4,4,0,3,0,0,0,owned_house
11,11,20,16,53,0,0,1,female,24,3,3,0,0,0,0,0,owned_house
9,11,15,19,69,0,0,1,male,27,6,1,0,0,1,4,7,owned_house
9,12,28,20,49,8,7,1,male,44,3,2,5,0,0,5,0,owned_flat
1,16,28,22,33,3,0.5,1,female,23,2,5,0,0,0,5,0,rented_flat
